Check,SKU,UPC,Description,Price,CurrencyCode,Sell_Unit
1,003258056,000000000002956158,S-Buoi nam roi L2-HG got vo,31,500,VND,KG
1,003258574,000000000002956159,Cam soan Hai Hoang kg,39,000,VND,KG
1,003258575,000000000002956160,Cam sanh Hai Hoang kg,36,000,VND,KG
1,003258576,000000000002956161,Quyt duong Hai Hoang kg,32,000,VND,KG
1,003258577,000000000002956162,Buoi da xanh Long Nguyen kg,35,000,VND,KG
1,003258812,000000000002956163,S-Thit bo xay (fillet) kg,210,000,VND,KG
1,003258818,000000000002956164,S-Thit bo xay (thit than) kg,195,000,VND,KG
1,003258819,000000000002956165,S-Bo luc lac (fillet) kg,340,000,VND,KG
1,003258820,000000000002956166,S-Bo luc lac (thit than) kg,340,000,VND,KG
1,003258991,000000000002956167,Ngo bi co Tien kg,43,000,VND,KG
1,003259294,000000000002956168,S-Ca dieu hong ngop kg,45,000,VND,KG
1,003259364,000000000002956169,Oi khong hat sc kg tu-NCC,8,000,VND,KG
1,003259369,000000000002956170,Thit dui mem kg-HHOA,190,000,VND,KG
1,003259370,000000000002956171,Bap bo kg-HHOA,155,000,VND,KG
1,003259371,000000000002956172,Than bo kg-HHOA,210,000,VND,KG
1,003259372,000000000002956173,Nam bo kg-HHOA,115,000,VND,KG
1,003259373,000000000002956174,Thit Fille bo kg-HHOA,220,000,VND,KG
1,003260608,000000000002956175,Gao trang hat dai kg,15,000,VND,KG
1,003260609,000000000002956176,Gao thom lai kg,18,000,VND,KG
1,003260610,000000000002956177,Gao thom xop deo kg,16,000,VND,KG
1,003260611,000000000002956178,Gao thom deo kg,16,400,VND,KG
1,003260612,000000000002956179,Gao no mem kg,14,000,VND,KG
1,003260613,000000000002956180,Gao Tai Nguyen Cho Dao kg,18,000,VND,KG
1,003260614,000000000002956181,Gao thom Dai loan kg,17,000,VND,KG
1,003260615,000000000002956182,Gao thom Dai loan dbiet kg,19,000,VND,KG
1,003260616,000000000002956183,Gao thom lai xuat khau kg,18,000,VND,KG
1,003260617,000000000002956184,Gao Jacmine deo kg,17,000,VND,KG
1,003260618,000000000002956185,Gao thom Jacmine no xop kg,18,200,VND,KG
1,003260619,000000000002956186,Gao thom My Le kg,24,000,VND,KG
1,003260724,000000000002956187,Xoai so che kg tu-NCC,22,900,VND,KG
1,003261144,000000000002956189,S-Dui heo so che-CR,99,900,VND,KG
1,003261649,000000000002956191,Ga Luong Phuong+goi gia vi,95,000,VND,KG
1,003261989,000000000002956192,Khoai mo Thanh Hoa kg,11,500,VND,KG
1,003261991,000000000002956193,Dua leo giong Nhat kg,17,500,VND,KG
1,003261993,000000000002956194,Oi cao san kg,14,500,VND,KG
1,003262155,000000000002956195,S-Xiu mai trung cut-BaRia,130,000,VND,KG
1,003262156,000000000002956196,Ga tha vuon dong lanh kg-SANHA,65,000,VND,KG
1,003262157,000000000002956197,Vit ncon dong lanh kg-SANHA,75,000,VND,KG
1,003262158,000000000002956198,Ga tha vuon dong lanh kg-PTON,70,000,VND,KG
1,003262159,000000000002956199,Vit ncon dong lanh kg-PTON,73,000,VND,KG
1,003262840,000000000002956200,Chan gio R.XuongCOOP 900-1100g,199,000,VND,KG
1,003262906,000000000002956201,Cherry Canada kg,399,000,VND,KG
1,003263139,000000000002956202,Banh canh sac kg,12,000,VND,KG
1,003263252,000000000002956203,Viet xiem Tay Ninh kg,110,000,VND,KG
1,003263253,000000000002956204,Vit sieuthit Tay Ninh kg-TNINH,70,000,VND,KG
1,003263254,000000000002956205,Ga trong ta Tanifood kg-TNINH,150,000,VND,KG
1,003263255,000000000002956206,Ga mai dau Tanifood kg-TNINH,175,000,VND,KG
1,003263513,000000000002956207,Dua luoi Kg Thien Huong,27,000,VND,KG
1,003264602,000000000002956209,Gao tam sua kg,16,000,VND,KG
1,003264609,000000000002956210,Gao tam Tai Nguyen kg,14,500,VND,KG
1,003264610,000000000002956211,S-Cot let ram so che kg-NCC,97,900,VND,KG
1,003267671,000000000002956212,S-Bao tu basa so che kg,53,900,VND,KG
1,003268357,000000000002910035,S-Cai Ngong Kg(1),8,450,VND,KG
1,003268363,000000000002910055,S-Cai bo xoi Kg (1),14,000,VND,KG
1,003268364,000000000002910057,S-Cai dung Kg(1),6,250,VND,KG
1,003268365,000000000002910088,S-Sa lach xoon la nho Kg(1),15,500,VND,KG
1,003268366,000000000002910817,S-Dau cove thuong Kg(1),7,950,VND,KG
1,003268367,000000000002910123,S-Nha dam kg(1),3,750,VND,KG
1,003268369,000000000002910904,S-Kho qua trai kg(1),6,450,VND,KG
1,003268370,000000000002910181,S-Bong cai xanh Kg(1),13,750,VND,KG
1,003268371,000000000002910911,S-Ca chua Kg(1),4,450,VND,KG
1,003268372,000000000002910914,S-Dua leo Kg(1),4,450,VND,KG
1,003268385,000000000002910919,S-Muop huong Kg(1),5,950,VND,KG
1,003268386,000000000002910921,S-Su su Kg(1),19,000,VND,KG
1,003268387,000000000002910203,S-Rau den com Kg(1),7,750,VND,KG
1,003268388,000000000002910927,S-Cu cai trang kg(1),4,250,VND,KG
1,003268389,000000000002910930,S-Ca rot Dalat kg(1),7,600,VND,KG
1,003268390,000000000002911278,S-Cai na kg(1),9,450,VND,KG
1,003270061,000000000002956214,S-Kho qua don cha ca basa kg,48,000,VND,KG
1,003270066,000000000002956215,S-Dau hu don cha ca basa kg,47,900,VND,KG
1,003270246,000000000002956213,Rau cau tuoi kg,120,000,VND,KG
1,003270248,000000000002956217,Rong bien kg,130,000,VND,KG
1,003270538,000000000002956219,S-Kho qua don cha ca basa TSAG,48,000,VND,KG
1,003271402,000000000002956223,Kho bo mieng kg,715,000,VND,KG
1,003271403,000000000002956224,Kho bo xe kg,715,000,VND,KG
1,003271404,000000000002956225,Kho bo vien kg,715,000,VND,KG
1,003271740,000000000002956226,Rau muong bo la kg,18,900,VND,KG
1,003271878,000000000002956228,Kho muc nho 11-14cm/con kg,540,000,VND,KG
1,003271944,000000000002956229,Heo rung F1 kg,199,000,VND,KG
1,003272798,000000000002956230,Long mut loai so kg,23,900,VND,KG
1,003272802,000000000002956231,Rau muong con kg,15,500,VND,KG
1,003272804,000000000002956232,Rau mong toi con kg,18,500,VND,KG
1,003272806,000000000002958626,Rau den con kg,21,000,VND,KG
1,003273089,000000000002958628,Keo deo bap Viet kg,48,500,VND,KG
1,003273090,000000000002958629,Keo deo tong hop kg,49,500,VND,KG
1,003273093,000000000002958632,Keo ly socola kg,106,000,VND,KG
1,003273094,000000000002958633,Keo Socola hoa hong kg,104,500,VND,KG
1,003273095,000000000002958634,Keo Socola dong tien kg,147,000,VND,KG
1,003273096,000000000002958635,Keo Socola vuong chum kg,110,000,VND,KG
1,003273097,000000000002958636,Keo Socola chu nhat kg,106,000,VND,KG
1,003273098,000000000002958637,Keo sua nhan kem kg,110,000,VND,KG
1,003273100,000000000002958639,Keo Misoca ngoc trai kg,73,000,VND,KG
1,003273101,000000000002958640,Thach sua chua 37g,41,500,VND,KG
1,003273102,000000000002958641,Thach sua chua 16g,42,000,VND,KG
1,003273103,000000000002958642,Thach rau cau kg,26,000,VND,KG
1,003273459,000000000002958643,Rau cai xanh con kg,13,000,VND,KG
1,003273617,000000000002958644,Banh lot kg,11,500,VND,KG
1,003273787,000000000002958645,S-Sa bao kg,18,000,VND,KG
1,003273788,000000000002958646,Rau mam dau do kg,50,000,VND,KG
1,003273930,000000000002958647,Nuoc da tinh khiet kg,12,000,VND,KG
1,003273943,000000000002958648,Buoi Dien kg,42,000,VND,KG
1,003273944,000000000002958649,Su hao tim kg,13,000,VND,KG
1,003274615,000000000002958651,Tao Honey Crisp kg,95,000,VND,KG
1,003274631,000000000002958652,Du du vang chung kg,24,500,VND,KG
1,003274669,000000000002958653,Dua hau do kg-Ecofarm,9,900,VND,KG
1,003274670,000000000002958654,Dua le kg-Ecofarm,22,500,VND,KG
1,003274671,000000000002958655,Dua hau giong My kg-Ecofarm,12,500,VND,KG
1,003274672,000000000002958656,Dua hau khong hat kg-Ecofarm,11,900,VND,KG
1,003274673,000000000002958657,Dua bach mat kg,28,500,VND,KG
1,003274911,000000000002958658,Tao Ambrosia Canada kg,75,000,VND,KG
1,003274912,000000000002958659,Tao Fuji Phap kg,52,900,VND,KG
1,003274913,000000000002958660,Tao Pink Phap kg,65,000,VND,KG
1,003274914,000000000002958661,Tao bi do  Phap kg,48,900,VND,KG
1,003274915,000000000002958662,Tao xanh Phap kg,46,900,VND,KG
1,003274916,000000000002958663,Kiwi xanh Phap kg,52,900,VND,KG
1,003274918,000000000002958665,Banh canh bot loc kg,13,500,VND,KG
1,003274919,000000000002958666,Cha bong heo kg-TNP,420,000,VND,KG
1,003274942,000000000002958668,Thom trai got vo COOP kg,16,500,VND,KG
1,003274947,000000000002958673,Ca chua giong Ha Lan COOP kg,16,500,VND,KG
1,003275260,000000000002958677,Xoai Thai chin kg,42,000,VND,KG
1,003275261,000000000002958678,Chuoi giong Dai Loan kg,20,000,VND,KG
1,003275625,000000000002958679,Cu lun kg,10,000,VND,KG
1,003276061,000000000002958680,Ca thac lac nao L1 kg,189,000,VND,KG
1,003277987,000000000002958681,Sa bam COOP kg,24,000,VND,KG
1,003277988,000000000002958682,Toi bam COOP kg,49,000,VND,KG
1,003277997,000000000002958685,Ca thu 2.5- 4kg/con-PhuQuoc,139,900,VND,KG
1,003278000,000000000002958686,Ca huong 4-6con/kg-PhuQuoc,49,500,VND,KG
1,003278004,000000000002958688,Muc la (>300g/con) kg-PhuQuoc,165,900,VND,KG
1,003278126,000000000002958689,Dau ca thu PQuoc kg,75,900,VND,KG
1,003278127,000000000002958690,Minh ca thu PQuoc kg,180,000,VND,KG
1,003278128,000000000002958691,Duoi ca thu PQuoc kg,95,000,VND,KG
1,003279047,000000000002959051,Ca bop kg-PQuoc,145,000,VND,KG
1,003279049,000000000002959052,Minh Ca bop PQuoc kg,175,000,VND,KG
1,003279050,000000000002959053,Dau Ca bop PQuoc kg,165,000,VND,KG
1,003279051,000000000002959054,Duoi Ca bop PQuoc kg,155,000,VND,KG
1,003279052,000000000002959055,Ca thu nguyen con kg-PThiet,160,000,VND,KG
1,003279053,000000000002959056,Dau ca thu PThiet kg,95,000,VND,KG
1,003279054,000000000002959057,Minh ca thu PThiet kg,185,000,VND,KG
1,003279055,000000000002959058,Duoi ca thu PThiet kg,140,000,VND,KG
1,003279079,000000000002959059,Thanh tra COOP kg,30,500,VND,KG
1,003279080,000000000002959060,Dau Dalat L1 COOP kg,64,000,VND,KG
1,003279423,000000000002959061,S-Ba roi so che kg-NCC,109,000,VND,KG
1,003279684,000000000002959062,Suon non bo kg,142,000,VND,KG
1,003279686,000000000002959063,Mien dong kg,70,000,VND,KG
1,003280486,000000000002959064,Rau mam dau nanh kg,52,000,VND,KG
1,003280497,000000000002959065,Dau phong non kg,58,500,VND,KG
1,003280502,000000000002959066,Nui ong dai kg,22,000,VND,KG
1,003280509,000000000002959067,Nui so kg,22,000,VND,KG
1,003280513,000000000002959068,Nui sao kg,22,000,VND,KG
1,003280515,000000000002959069,Nui xoan kg,24,500,VND,KG
1,003281191,000000000002959072,Ca loc den lsach khong dau-NCC,75,000,VND,KG
1,003281516,000000000002959073,Thit File bo Uc kg,495,000,VND,KG
1,003281517,000000000002959074,Suon cuu kg,445,000,VND,KG
1,003281525,000000000002959076,Thit than bo Uc kg,369,000,VND,KG
1,003281577,000000000002959077,Bi my COOP kg,8,500,VND,KG
1,003281581,000000000002959078,Bi do tron COOP kg,9,000,VND,KG
1,003281584,000000000002959079,Bi do dai COOP kg,10,000,VND,KG
1,003282565,000000000002959080,Bao tu ca ngu dai duong kg,70,000,VND,KG
1,003282706,000000000002959083,Com dua say kho T.Quyen kg,66,500,VND,KG
1,003282702,000000000002959081,Kieu chua ngot COOP kg-SH,134,900,VND,KG
1,003283116,000000000002959084,Minh ca hoi kg,350,000,VND,KG
1,003283130,000000000002959086,Salad tron kg,19,500,VND,KG
1,003283946,000000000002958692,Ca chinh den song kg,600,000,VND,KG
1,003283947,000000000002958693,Ca bong mu song kg,185,000,VND,KG
1,003283948,000000000002958710,Ca leo song kg,120,000,VND,KG
1,003283949,000000000002959192,Ca tam song kg,309,000,VND,KG
1,003283950,000000000002958752,Ca nham song (ca map) kg,110,000,VND,KG
1,003284044,000000000002958753,Minh ca hong kg-NCC,105,000,VND,KG
1,003284045,000000000002958754,Minh ca quyt kg-NCC,105,000,VND,KG
1,003284046,000000000002958755,Minh ca cam kg-NCC,100,000,VND,KG
1,003284047,000000000002958756,Dau ca bop kg-NCC,79,000,VND,KG
1,003284048,000000000002958757,Duoi ca bop kg-NCC,79,000,VND,KG
1,003284049,000000000002958758,Duoi ca thu kg-NCC,120,000,VND,KG
1,003284050,000000000002958759,Ca nuc gai kg-PTHIET,45,000,VND,KG
1,003284051,000000000002958760,Ca nuc suong kg-PTHIET,25,900,VND,KG
1,003284052,000000000002958761,Ca ngan kg-PTHIET,56,000,VND,KG
1,003284053,000000000002958762,Ca bac ma kg-PTHIET,33,900,VND,KG
1,003284054,000000000002958763,Ca dong kg-PTHIET,65,000,VND,KG
1,003284055,000000000002958764,Ca mo kg-PTHIET,58,000,VND,KG
1,003284056,000000000002958765,Ca chim den kg-PTHIET,90,000,VND,KG
1,003284057,000000000002958766,Ca nhong kg-PTHIET,45,000,VND,KG
1,003284058,000000000002958767,Ca ho kg-PTHIET,115,000,VND,KG
1,003284059,000000000002958768,Ca bop kg-PTHIET,135,000,VND,KG
1,003284060,000000000002958769,Muc ong ncon(10-20cm) kg-PT,175,000,VND,KG
1,003284062,000000000002958770,Cha ca thu tuoi kg-PTHIET,145,000,VND,KG
1,003284065,000000000002958771,Gao thom Jasmine kg,15,500,VND,KG
1,003284505,000000000002958773,So voi kg,58,000,VND,KG
1,003284507,000000000002958774,Than ngoai trau kg,208,000,VND,KG
1,003284511,000000000002958775,Than noi trau kg,208,000,VND,KG
1,003284512,000000000002958776,Dui trau kg,185,000,VND,KG
1,003284514,000000000002958777,Bap trau kg,175,000,VND,KG
1,003284517,000000000002958778,Nam trau kg,123,000,VND,KG
1,003284520,000000000002958780,Suon trau kg,95,000,VND,KG
1,003284521,000000000002958781,Thit vun trau kg,76,000,VND,KG
1,003284523,000000000002958782,Duoi trau kg,145,000,VND,KG
1,003284536,000000000002958783,Pin bo,165,000,VND,KG
1,003284538,000000000002958784,Pin trau,165,000,VND,KG
1,003284560,000000000002958788,Banh da do kg,20,500,VND,KG
1,003284561,000000000002958789,Banh da trang kg,20,500,VND,KG
1,003284562,000000000002958790,Nam thuy tien kg,138,000,VND,KG
1,003284648,000000000002958791,Ca sau ncon(lot da-bo dau) kg,115,000,VND,KG
1,003284649,000000000002958792,Suon ca sau kg,115,000,VND,KG
1,003284650,000000000002958793,Nac vai ca sau kg,135,000,VND,KG
1,003284651,000000000002958794,Co ca sau kg,115,000,VND,KG
1,003284652,000000000002958795,Dui ca sau kg,135,000,VND,KG
1,003284653,000000000002958796,Duoi ca sau kg,115,000,VND,KG
1,003284654,000000000002958797,Nac than ca sau kg,145,000,VND,KG
1,003284655,000000000002958798,Gung chau to kg,19,000,VND,KG
1,003284656,000000000002958799,Ca que kg,250,000,VND,KG
1,003284658,000000000002958800,La lot kg,18,000,VND,KG
1,003285012,000000000002958801,Ga da gion kg,125,000,VND,KG
1,003285014,000000000002958802,Ga lau kg,93,000,VND,KG
1,003285201,000000000002958803,Tao Kiku Newzealand kg,75,000,VND,KG
1,003285552,000000000002958805,Nho My COOP kg,126,210,VND,KG
1,003285603,000000000002958806,Muc ncon ls 10-20cm kg,112,000,VND,KG
1,003285629,000000000002958807,Dua rau muong kg-STung990,1,VND,KG
1,003285630,000000000002958808,Mam ruot ca linh kg-STung990,1,VND,KG
1,003285631,000000000002958809,Mam xay kg-STung990,1,VND,KG
1,003285632,000000000002958810,Mam ca phao kg-STung990,1,VND,KG
1,003285633,000000000002958811,Mam du du kg-STung990,1,VND,KG
1,003285634,000000000002958812,Mam tep kg-STung990,1,VND,KG
1,003285635,000000000002958813,Mam ca sac kg-STung990,1,VND,KG
1,003285636,000000000002958814,Mam ca com kg-STung990,1,VND,KG
1,003285637,000000000002958815,Mam loc cat dau kg-STung990,1,VND,KG
1,003285638,000000000002958816,Dua mam tron kg-STung990,1,VND,KG
1,003285639,000000000002958817,Dua toi chua kg-STung990,1,VND,KG
1,003285640,000000000002958818,Dua nu xanh kg-STung990,1,VND,KG
1,003285641,000000000002958819,Dua kieu kg-STung990,1,VND,KG
1,003285642,000000000002958820,Kim chi thap cam kg-STung990,1,VND,KG
1,003285643,000000000002958821,Dua ngo sen kg-STung990,1,VND,KG
1,003285644,000000000002958822,Dua bon bon kg-STung990,1,VND,KG
1,003285645,000000000002958823,Dua kim chi bonbon kg-STung990,1,VND,KG
1,003285646,000000000002958824,Dua nuoc tuong kg-STung990,1,VND,KG
1,003285647,000000000002958825,Mam ruot thai kg-STung990,1,VND,KG
1,003285648,000000000002958826,Ba khia tron kg-STung990,1,VND,KG
1,003285650,000000000002958827,S-D.hu chien+txay phaloc HM kg,58,000,VND,KG
1,003285654,000000000002958828,S-D.hu chienlon+txay SC NCC kg,58,000,VND,KG
1,003285670,000000000002958829,Dua gang kg-STung990,1,VND,KG
1,003285957,000000000002959087,Filet Muc la dduong kg-HTHUONG,200,000,VND,KG
1,003285960,000000000002959090,Muc sua kg-HTHUONG,118,900,VND,KG
1,003285961,000000000002959091,Ca son do kg-HTHUONG,132,900,VND,KG
1,003285962,000000000002959092,Ca chua ncon kg-HTHUONG,80,000,VND,KG
1,003285963,000000000002959093,Thit cang ghe L1 kg-HTHUONG,270,000,VND,KG
1,003285964,000000000002959089,Filet Ca ngu dduong kg-HTHUONG,270,000,VND,KG
1,003285997,000000000002959094,Ca bom kg,8,900,VND,KG
1,003285998,000000000002959095,Ca phao PR kg,14,900,VND,KG
1,003286000,000000000002959096,Nam hoang kim kg,25,000,VND,KG
1,003286003,000000000002959097,Nuoc da xay kg,29,900,VND,KG
1,003286033,000000000002959099,Oc gu kg,24,500,VND,KG
1,003286038,000000000002959100,Chip Chip kg,62,000,VND,KG
1,003286008,000000000002959098,Oc dinh kg,22,000,VND,KG
1,003286113,000000000002959101,Luu VN kg,23,500,VND,KG
1,003286137,000000000002959102,Ca trich dlanh kg,24,900,VND,KG
1,003286138,000000000002959103,Ca moi dlanh kg,24,900,VND,KG
1,003286215,000000000002959104,Ga tha vuon ncon kg-AHTHY,63,000,VND,KG
1,003286542,000000000002959105,Ca chem voi kg,70,000,VND,KG
1,003286765,000000000002959106,Ca ho cat khuc kg-HTHUONG,89,000,VND,KG
1,003286794,000000000002959107,La xong kg,62,000,VND,KG
1,003286819,000000000002959108,S-Ca Nuc so che kg,32,900,VND,KG
1,003286820,000000000002959109,S-Ca Bac Ma so che kg,41,900,VND,KG
1,003286826,000000000002959110,Ca Chua ncon kg,105,000,VND,KG
1,003286827,000000000002959111,Xoai giong An Do tron,24,500,VND,KG
1,003286828,000000000002959112,Xoai giong An Do dai,24,500,VND,KG
1,003286829,000000000002959113,Oi gang kg,36,500,VND,KG
1,003287438,000000000002959114,Dau ca thu tuoi kg(bo set 2),60,000,VND,KG
1,003287439,000000000002959115,Minh ca thu kg(bo set 2),145,000,VND,KG
1,003287440,000000000002959116,Duoi ca thu kg(bo set 2),90,000,VND,KG
1,003287442,000000000002959117,Ca thu n.con kg(bo set 2),125,000,VND,KG
1,003287602,000000000002959118,S-Minh CaThu sche kg(bo set 2),199,000,VND,KG
1,003287954,000000000002959119,Ca dai gia ncon kg,135,000,VND,KG
1,003288373,000000000002959127,Cai be xanh con kg,14,000,VND,KG
1,003289021,000000000002959128,Gao Tam thom ThaiLan kg,25,900,VND,KG
1,003289023,000000000002959129,Gao Tam thom ThaiLan dbiet kg,31,900,VND,KG
1,003289024,000000000002959130,Gao Tam xoan Hai Hau kg,25,400,VND,KG
1,003289026,000000000002959131,Gao Tam thom Hai Hau kg,25,200,VND,KG
1,003289028,000000000002959132,Gao nuong thom Dien Bien kg,24,900,VND,KG
1,003289029,000000000002959133,Gao Tam thom Dien Bien kg,25,900,VND,KG
1,003289031,000000000002959134,Nep cai hoa vang kg,34,900,VND,KG
1,003289034,000000000002959135,Gao xi deo Ha Bac kg,19,900,VND,KG
1,003289035,000000000002959136,Gao luc dac san vung cao kg,37,900,VND,KG
1,003289037,000000000002959137,Nep huong kg,43,900,VND,KG
1,003289040,000000000002959138,Nep cam dac san Dien Bien kg,44,500,VND,KG
1,003289041,000000000002959150,Gao Tap Giao kg,17,900,VND,KG
1,003289043,000000000002959151,Gao Khang Dan kg,17,500,VND,KG
1,003289044,000000000002959152,Gao Nhat kg,39,900,VND,KG
1,003289061,000000000002959153,Gao Bac Huong Hai Hau kg,22,900,VND,KG
1,003289091,000000000002959154,Gia dong vi COOP kg,16,500,VND,KG
1,003289132,000000000002959157,Kho qua bao dong vi COOP kg,16,500,VND,KG
1,003289133,000000000002959158,Bi dao dong vi COOP kg,12,900,VND,KG
1,003289134,000000000002959159,Bi do dong vi COOP kg,16,500,VND,KG
1,003289270,000000000002959160,S-Ca nuc suong PTHIET hap kg,38,500,VND,KG
1,003289271,000000000002959161,S-Ca bac ma PTHIET hap kg,51,500,VND,KG
1,003289272,000000000002959162,Man sua L1 kg,25,500,VND,KG
1,003291350,000000000002959164,Mong gio heo nuong kg-NCC,83,000,VND,KG
1,003291872,000000000002959165,Ngong toi kg,55,000,VND,KG
1,003292030,000000000002959167,Nho den khong hat My L1 kg,295,000,VND,KG
1,003292031,000000000002959168,Nho xanh khong hat My L1 kg,135,000,VND,KG
1,003292598,000000000002959169,Ngao vang kg,60,000,VND,KG
1,003292599,000000000002959170,Oc van kg,85,000,VND,KG
1,003292600,000000000002959171,Ca hong bien kg,85,000,VND,KG
1,003292601,000000000002959172,Chuoi giong Philippin kg,35,500,VND,KG
1,003292608,000000000002959174,Muop dong vi COOP kg,21,000,VND,KG
1,003294062,000000000002959175,Bo My kg,245,000,VND,KG
1,003294158,000000000002959177,Dau ca bong lau kg,165,000,VND,KG
1,003294159,000000000002959178,Minh ca bong lau kg,199,000,VND,KG
1,003294160,000000000002959179,Duoi ca bong lau kg,190,000,VND,KG
1,003294745,000000000002959183,Ca chinh trang song kg,665,000,VND,KG
1,003294746,000000000002959184,Ca chinh bong song kg,650,000,VND,KG
1,003294747,000000000002959185,Ca que song kg,295,000,VND,KG
1,003294748,000000000002959186,Tom hum xanh song kg,860,000,VND,KG
1,003294749,000000000002959187,Tom hum sen song kg,790,000,VND,KG
1,003294750,000000000002959188,Tom hum bong song kg,1,020,000,VND,KG
1,003294751,000000000002959189,Tom hum baby do song kg,830,000,VND,KG
1,003294752,000000000002959190,Oc do song kg,250,000,VND,KG
1,003294753,000000000002959191,Bach tuoc song kg,250,000,VND,KG
1,003295067,000000000002959194,S-Ca mu den ngop kg,205,000,VND,KG
1,003295070,000000000002959196,S-Ca chinh trang ngop kg,205,000,VND,KG
1,003295072,000000000002959198,S-Ca que ngop kg,262,000,VND,KG
1,003295075,000000000002959199,S-Tom hum xanh ngop kg,745,000,VND,KG
1,003295076,000000000002959200,S-Tom hum bong ngop kg,970,000,VND,KG
1,003295077,000000000002959201,S-Tom hum baby ngop kg,745,000,VND,KG
1,003295078,000000000002959202,S-Ghe ngop kg,285,000,VND,KG
1,003295079,000000000002959203,S-Ca tam ngop kg,195,000,VND,KG
1,003295080,000000000002959204,S-Ca chach lau ngop kg,435,000,VND,KG
1,003295081,000000000002959205,Ca bop k.dau kg-NCC,175,000,VND,KG
1,003295101,000000000002959206,Ngheu dai kg,55,900,VND,KG
1,003295102,000000000002959207,So huyet co kg,79,900,VND,KG
1,003295492,000000000002959208,S-Ca chinh ngop kg,600,000,VND,KG
1,003295515,000000000002959209,S-Canh ga CN sche kg,78,000,VND,KG
1,003295516,000000000002959210,S-Dui toi ga sche kg,69,600,VND,KG
1,003295517,000000000002959211,S-Dui ga CN goctu sche kg,50,400,VND,KG
1,003295518,000000000002959212,S-Ma dui ga CN so che kg,44,400,VND,KG
1,003295519,000000000002959213,S-Dui vit goc tu sche kg,72,000,VND,KG
1,003295520,000000000002959214,S-Uc vit con xuong lung sc kg,66,000,VND,KG
1,003295568,000000000002959219,Ca map sua (1-2.5kg/con),170,000,VND,KG
1,003295613,000000000002959220,Ca ho song MeKong kg,299,000,VND,KG
1,003296687,000000000002958830,Rau gia vi kg,38,000,VND,KG
1,003296692,000000000002958835,Cu au COOP kg,20,000,VND,KG
1,003297037,000000000002958886,Ca hoi k.dau (>3kg/con)-HA,99,000,VND,KG
1,003297391,000000000002958836,S-Mit giong Thai kg,39,900,VND,KG
1,003297540,000000000002958837,Ca basa xay kg-NCC,55,000,VND,KG
1,003297562,000000000002958838,Tom su bien song kg,440,000,VND,KG
1,003298334,000000000002958839,Dau ca tam tuoi kg,169,900,VND,KG
1,003298335,000000000002958840,Minh ca tam tuoi kg,270,000,VND,KG
1,003298336,000000000002958841,Duoi ca tam tuoi kg,179,900,VND,KG
1,003298372,000000000002958845,S-Ca loc den ngop L2 kg,55,000,VND,KG
1,003298723,000000000002959221,Ga doi ncon Yen The kg,128,000,VND,KG
1,003298725,000000000002959222,Ga doi 1/2 con Yen The kg,132,000,VND,KG
1,003298728,000000000002959223,Xoai cat chu L2 kg,24,500,VND,KG
1,003298872,000000000002956523,Keo sua dua DUC HANH kg,73,500,VND,KG
1,003298873,000000000002956524,Keo o mai DUC HANH kg,75,500,VND,KG
1,003299053,000000000002959308,Dua hau k.hat kg-MEDIA,15,000,VND,KG
1,003299059,000000000002959309,Thanh long kg-MEDIA,23,000,VND,KG
1,003299062,000000000002959310,Cam sanh kg-MEDIA,33,000,VND,KG
1,003299063,000000000002959311,Buoi da xanh bao luoi-MEDIA,59,000,VND,KG
1,003299074,000000000002959312,Xoai Dai Loan do kg-MEDIA,59,000,VND,KG
1,003299076,000000000002959313,Xoai cat Hoa Loc kg-MEDIA,100,000,VND,KG
1,003299080,000000000002959314,Mang cau kg-MEDIA,50,000,VND,KG
1,003299081,000000000002959315,Quyt duong kg-MEDIA,52,000,VND,KG
1,003299082,000000000002959316,Du du vang kg-MEDIA,28,500,VND,KG
1,003299315,000000000002959317,S-Ca hoi cat khuc kg,140,000,VND,KG
1,003299687,000000000002959319,Ruoi tuoi kg,420,000,VND,KG
1,003299688,000000000002959320,Ca chep canh kg,19,000,VND,KG
1,003300018,000000000002959323,Tomthe trung song(40-50con/kg),270,000,VND,KG
1,003300020,000000000002959324,S-Tomthe trung ngop(40-50c/kg),225,000,VND,KG
1,003300127,000000000002959325,Mang tay L2 kg,85,500,VND,KG
1,003300420,000000000002959329,Muop huong nho kg,15,000,VND,KG
1,003300898,000000000002959330,Dui trau NK kg,139,000,VND,KG
1,003300985,000000000002959331,Ca sac lsach (8-10con/kg),85,000,VND,KG
1,003300987,000000000002959333,Suon non bo Uc r.xuong kg,380,000,VND,KG
1,003300988,000000000002959334,Gau bo Uc kg,310,000,VND,KG
1,003301052,000000000002959335,Nac lung cube bo Uc kg,460,000,VND,KG
1,003301053,000000000002959336,Nac dui trong bo Uc kg,420,000,VND,KG
1,003301126,000000000002959337,Keo mem Sugus kg,130,000,VND,KG
1,003301355,000000000002959338,La sung kg,41,000,VND,KG
1,003301365,000000000002959339,Cha ran kg-DSON,138,000,VND,KG
1,003301366,000000000002959340,Ga doi YThe ncon k.noitang kg,148,000,VND,KG
1,003301367,000000000002959341,Ga doi YThe1/2con k.noitang kg,170,000,VND,KG
1,003301369,000000000002959342,Tao xanh VN kg,25,000,VND,KG
1,003301370,000000000002959343,Dua bao tu kg,18,000,VND,KG
1,003301378,000000000002959344,Rau mam cai cu kg,47,500,VND,KG
